#-----------------------------------------------------------
# Vivado v2018.3 (64-bit)
# SW Build 2405991 on Thu Dec  6 23:38:27 MST 2018
# IP Build 2404404 on Fri Dec  7 01:43:56 MST 2018
# Start of session at: Mon Dec 15 22:56:22 2025
# Process ID: 33272
# Current directory: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project
# Command line: vivado.exe -mode batch -source run.tcl
# Log file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/vivado.log
# Journal file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project\vivado.jou
#-----------------------------------------------------------
source run.tcl
# open_project "E:\\Code\\CPU_Design\\HFUT_2020_MIPS_CPU\\project\\project.xpr"
Scanning sources...
Finished scanning sources
# launch_simulation -simset sim_1
INFO: [Vivado 12-5682] Launching behavioral simulation in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [SIM-utils-51] Simulation object is 'sim_1'
INFO: [SIM-utils-54] Inspecting design source files for 'mips_tb' in fileset 'sim_1'...
INFO: [USF-XSim-97] Finding global include files...
INFO: [USF-XSim-98] Fetching design files from 'sim_1'...
INFO: [USF-XSim-2] XSim::Compile design
INFO: [USF-XSim-61] Executing 'COMPILE and ANALYZE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
"xvlog --incr --relax -prj mips_tb_vlog.prj"
INFO: [USF-XSim-69] 'compile' step finished in '1' seconds
INFO: [USF-XSim-3] XSim::Elaborate design
INFO: [USF-XSim-61] Executing 'ELABORATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
Vivado Simulator 2018.3
Copyright 1986-1999, 2001-2018 Xilinx, Inc. All Rights Reserved.
Running: D:/Xilinx/Vivado/2018.3/bin/unwrapped/win64.o/xelab.exe -wto e6f7202c585f498eb4e5ec9ab3b2b493 --incr --debug typical --relax --mt 2 -L xil_defaultlib -L unisims_ver -L unimacro_ver -L secureip --snapshot mips_tb_behav xil_defaultlib.mips_tb xil_defaultlib.glbl -log elaborate.log 
Using 2 slave threads.
Starting static elaboration
Completed static elaboration
INFO: [XSIM 43-4323] No Change in HDL. Linking previously generated obj files to create kernel
INFO: [USF-XSim-69] 'elaborate' step finished in '1' seconds
INFO: [USF-XSim-4] XSim::Simulate design
INFO: [USF-XSim-61] Executing 'SIMULATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [USF-XSim-98] *** Running xsim
@00003050: $ 2 <= 00154000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 002a8000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002ee
@00003050: $ 2 <= 002a8000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00550000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002ef
@00003050: $ 2 <= 00550000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00aa0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f0
@00003050: $ 2 <= 00aa0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01540000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f1
@00003050: $ 2 <= 01540000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02a80000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f2
@00003050: $ 2 <= 02a80000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05500000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f3
@00003050: $ 2 <= 05500000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0aa00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f4
@00003050: $ 2 <= 0aa00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 15400000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f5
@00003050: $ 2 <= 15400000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 2a800000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f6
@00003050: $ 2 <= 2a800000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 55000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002f7
@00003050: $ 2 <= 55000000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= aa000000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002f8
@00003050: $ 2 <= aa000001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 54000002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002f9
@00003050: $ 2 <= 54000003
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a8000006
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002fa
@00003050: $ 2 <= a8000007
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 5000000e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002fb
@00003050: $ 2 <= 5000000f
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a000001e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002fc
@00003050: $ 2 <= a000001f
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4000003e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002fd
@00003050: $ 2 <= 4000003f
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 8000007e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002fe
@00003050: $ 2 <= 8000007f
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000000fe
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002ff
@00003050: $ 2 <= 000000ff
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000001fe
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000300
@00003050: $ 2 <= 000001fe
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000003fc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000301
@00003050: $ 2 <= 000003fc
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000007f8
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000302
@00003050: $ 2 <= 000007f8
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000ff0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000303
@00003050: $ 2 <= 00000ff0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001fe0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000304
@00003050: $ 2 <= 00001fe0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00003fc0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000305
@00003050: $ 2 <= 00003fc0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00007f80
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000306
@00003050: $ 2 <= 00007f80
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000ff00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000307
@00003050: $ 2 <= 0000ff00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0001fe00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000308
@00003050: $ 2 <= 0001fe00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0003fc00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000309
@00003050: $ 2 <= 0003fc00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0007f800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000030a
@00003050: $ 2 <= 0007f800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000ff000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000030b
@00003050: $ 2 <= 000ff000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 001fe000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000030c
@00003050: $ 2 <= 001fe000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 003fc000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000030d
@00003050: $ 2 <= 003fc000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 007f8000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000030e
@00003050: $ 2 <= 007f8000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00ff0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000030f
@00003050: $ 2 <= 00ff0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01fe0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000310
@00003050: $ 2 <= 01fe0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03fc0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000311
@00003050: $ 2 <= 03fc0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 07f80000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000312
@00003050: $ 2 <= 07f80000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0ff00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000313
@00003050: $ 2 <= 0ff00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1fe00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000314
@00003050: $ 2 <= 1fe00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3fc00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000315
@00003050: $ 2 <= 3fc00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 7f800000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000316
@00003050: $ 2 <= 7f800000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= ff000000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000317
@00003050: $ 2 <= ff000001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= fe000002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000318
@00003050: $ 2 <= fe000002
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= fc000004
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000319
@00003050: $ 2 <= fc000004
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f8000008
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000031a
@00003050: $ 2 <= f8000008
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0000010
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000031b
@00003050: $ 2 <= f0000010
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e0000020
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000031c
@00003050: $ 2 <= e0000020
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0000040
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000031d
@00003050: $ 2 <= c0000040
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000080
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000031e
@00003050: $ 2 <= 80000080
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000100
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000031f
@00003050: $ 2 <= 00000101
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000202
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000320
@00003050: $ 2 <= 00000202
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000404
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000321
@00003050: $ 2 <= 00000404
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000808
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000322
@00003050: $ 2 <= 00000808
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001010
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000323
@00003050: $ 2 <= 00001010
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00002020
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000324
@00003050: $ 2 <= 00002020
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00004040
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000325
@00003050: $ 2 <= 00004040
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00008080
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000326
@00003050: $ 2 <= 00008080
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00010100
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000327
@00003050: $ 2 <= 00010100
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00020200
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000328
@00003050: $ 2 <= 00020200
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00040400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000329
@00003050: $ 2 <= 00040400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00080800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000032a
@00003050: $ 2 <= 00080800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00101000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000032b
@00003050: $ 2 <= 00101000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00202000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000032c
@00003050: $ 2 <= 00202000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00404000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000032d
@00003050: $ 2 <= 00404000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00808000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000032e
@00003050: $ 2 <= 00808000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01010000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000032f
@00003050: $ 2 <= 01010000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02020000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000330
@00003050: $ 2 <= 02020000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 04040000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000331
@00003050: $ 2 <= 04040000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 08080000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000332
@00003050: $ 2 <= 08080000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 10100000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000333
@00003050: $ 2 <= 10100000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 20200000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000334
@00003050: $ 2 <= 20200000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 40400000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000335
@00003050: $ 2 <= 40400000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80800000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000336
@00003050: $ 2 <= 80800001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01000002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000337
@00003050: $ 2 <= 01000003
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02000006
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000338
@00003050: $ 2 <= 02000006
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0400000c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000339
@00003050: $ 2 <= 0400000c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 08000018
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000033a
@00003050: $ 2 <= 08000018
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 10000030
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000033b
@00003050: $ 2 <= 10000030
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 20000060
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000033c
@00003050: $ 2 <= 20000060
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 400000c0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000033d
@00003050: $ 2 <= 400000c0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000180
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000033e
@00003050: $ 2 <= 80000181
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000302
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000033f
@00003050: $ 2 <= 00000303
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000606
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000340
@00003050: $ 2 <= 00000606
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000c0c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000341
@00003050: $ 2 <= 00000c0c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001818
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000342
@00003050: $ 2 <= 00001818
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00003030
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000343
@00003050: $ 2 <= 00003030
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00006060
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000344
@00003050: $ 2 <= 00006060
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000c0c0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000345
@00003050: $ 2 <= 0000c0c0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00018180
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000346
@00003050: $ 2 <= 00018180
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00030300
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000347
@00003050: $ 2 <= 00030300
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00060600
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000348
@00003050: $ 2 <= 00060600
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000c0c00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000349
@00003050: $ 2 <= 000c0c00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00181800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000034a
@00003050: $ 2 <= 00181800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00303000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000034b
@00003050: $ 2 <= 00303000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00606000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000034c
@00003050: $ 2 <= 00606000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00c0c000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000034d
@00003050: $ 2 <= 00c0c000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01818000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000034e
@00003050: $ 2 <= 01818000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03030000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000034f
@00003050: $ 2 <= 03030000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 06060000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000350
@00003050: $ 2 <= 06060000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0c0c0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000351
@00003050: $ 2 <= 0c0c0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 18180000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000352
@00003050: $ 2 <= 18180000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 30300000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000353
@00003050: $ 2 <= 30300000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 60600000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000354
@00003050: $ 2 <= 60600000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0c00000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000355
@00003050: $ 2 <= c0c00001
@00003034: $ 3 <= 00000003
